	query_id_x	subject_id_x	percentage_identity_x	percentage_identity_y	query_coverage_x	query_coverage_y	subject_coverage_x	subject_coverage_y	bitscore_x	bitscore_y	Evalue_x	Evalue_y
26	gi|50118993|ref|YP_048160.1|	gi|261823695|ref|YP_003261801.1|	99.51	99.51	100.0	100.0	100.0	100.0	1238.0	1238.0	0.0	0.0
27	gi|50118994|ref|YP_048161.1|	gi|261823694|ref|YP_003261800.1|	96.55	96.55	100.0	100.0	100.0	100.0	406.0	406.0	5.999999999999998e-146	5.999999999999998e-146
28	gi|50118995|ref|YP_048162.1|	gi|261823693|ref|YP_003261799.1|	97.93	97.93	100.0	100.0	100.0	100.0	290.0	290.0	3.999999999999999e-102	3.999999999999999e-102
29	gi|50118996|ref|YP_048163.1|	gi|261823692|ref|YP_003261798.1|	97.76	97.76	95.42682926829268	100.0	100.0	95.42682926829268	631.0	631.0	0.0	0.0
30	gi|50118997|ref|YP_048164.1|	gi|261823691|ref|YP_003261797.1|	93.94	93.94	99.64476021314387	99.64476021314387	99.64476021314387	99.64476021314387	1031.0	1032.0	0.0	0.0
31	gi|50118998|ref|YP_048165.1|	gi|261823690|ref|YP_003261796.1|	98.92	98.92	100.0	100.0	100.0	100.0	907.0	907.0	0.0	0.0
32	gi|50118999|ref|YP_048166.1|	gi|261823689|ref|YP_003261795.1|	98.56	98.56	100.0	100.0	100.0	100.0	1396.0	1396.0	0.0	0.0
33	gi|50119000|ref|YP_048167.1|	gi|261823688|ref|YP_003261794.1|	96.96	96.96	100.0	100.0	100.0	100.0	465.0	465.0	1.9999999999999994e-168	1.9999999999999994e-168
34	gi|50119001|ref|YP_048168.1|	gi|261823687|ref|YP_003261793.1|	99.0	99.0	100.0	100.0	100.0	100.0	1441.0	1441.0	0.0	0.0
35	gi|50119002|ref|YP_048169.1|	gi|261823686|ref|YP_003261792.1|	97.8	97.8	100.0	100.0	100.0	100.0	174.0	174.0	2e-58	2e-58
36	gi|50119003|ref|YP_048170.1|	gi|261823685|ref|YP_003261791.1|	96.62	96.62	100.0	100.0	100.0	100.0	414.0	414.0	2.9999999999999993e-149	2.9999999999999993e-149
37	gi|50119005|ref|YP_048172.1|	gi|261823684|ref|YP_003261790.1|	87.39	87.39	100.0	100.0	100.0	100.0	1021.0	1008.0	0.0	0.0
38	gi|50119006|ref|YP_048173.1|	gi|261823683|ref|YP_003261789.1|	96.59	96.59	99.46524064171123	99.82110912343471	99.82110912343471	99.46524064171123	1129.0	1129.0	0.0	0.0
39	gi|50119007|ref|YP_048174.1|	gi|261823682|ref|YP_003261788.1|	89.56	89.56	100.0	100.0	100.0	100.0	315.0	314.0	6.999999999999997e-111	1.9999999999999998e-110
40	gi|50119008|ref|YP_048175.1|	gi|261823681|ref|YP_003261787.1|	86.33	86.33	99.81308411214954	100.0	100.0	99.81308411214954	950.0	950.0	0.0	0.0
41	gi|50119009|ref|YP_048176.1|	gi|261823680|ref|YP_003261786.1|	94.24	94.24	100.0	100.0	100.0	100.0	761.0	783.0	0.0	0.0
42	gi|50119010|ref|YP_048177.1|	gi|261823679|ref|YP_003261785.1|	97.6	97.6	100.0	100.0	100.0	100.0	993.0	993.0	0.0	0.0
43	gi|50119011|ref|YP_048178.1|	gi|261823678|ref|YP_003261784.1|	98.2	98.2	100.0	100.0	100.0	100.0	226.0	226.0	6.999999999999999e-78	6.999999999999999e-78
44	gi|50119012|ref|YP_048179.1|	gi|261823677|ref|YP_003261783.1|	98.62	98.62	100.0	100.0	100.0	100.0	294.0	294.0	9.999999999999997e-104	9.999999999999997e-104
45	gi|50119013|ref|YP_048180.1|	gi|261823676|ref|YP_003261782.1|	99.33	99.33	100.0	100.0	100.0	100.0	922.0	922.0	0.0	0.0
46	gi|50119014|ref|YP_048181.1|	gi|261823675|ref|YP_003261781.1|	97.25	97.25	100.0	100.0	100.0	100.0	880.0	880.0	0.0	0.0
47	gi|50119015|ref|YP_048182.1|	gi|261823674|ref|YP_003261780.1|	96.99	96.99	100.0	100.0	100.0	100.0	1269.0	1269.0	0.0	0.0
48	gi|50119016|ref|YP_048183.1|	gi|261823673|ref|YP_003261779.1|	97.17	97.17	99.59677419354838	99.59677419354838	99.59677419354838	99.59677419354838	482.0	482.0	9.999999999999998e-175	9.999999999999998e-175
49	gi|50119017|ref|YP_048184.1|	gi|261823672|ref|YP_003261778.1|	97.5	97.5	100.0	100.0	100.0	100.0	1383.0	1383.0	0.0	0.0
50	gi|50119020|ref|YP_048187.1|	gi|261820314|ref|YP_003258420.1|	32.74	32.74	85.41033434650456	89.2063492063492	89.2063492063492	85.41033434650456	134.0	134.0	4e-37	4e-37
51	gi|50119022|ref|YP_048189.1|	gi|261823669|ref|YP_003261775.1|	98.97	98.97	100.0	100.0	100.0	100.0	199.0	199.0	5.999999999999998e-68	5.999999999999998e-68
52	gi|50119023|ref|YP_048190.1|	gi|261823665|ref|YP_003261771.1|	97.14	97.14	100.0	100.0	100.0	100.0	560.0	560.0	0.0	0.0
53	gi|50119024|ref|YP_048191.1|	gi|261823664|ref|YP_003261770.1|	99.11	99.11	100.0	100.0	100.0	100.0	924.0	924.0	0.0	0.0
54	gi|50119027|ref|YP_048194.1|	gi|261823660|ref|YP_003261766.1|	91.36	91.36	100.0	100.0	100.0	100.0	565.0	565.0	0.0	0.0
55	gi|50119029|ref|YP_048196.1|	gi|261823658|ref|YP_003261764.1|	96.14	96.14	100.0	100.0	100.0	100.0	400.0	400.0	8.999999999999998e-144	8.999999999999998e-144
56	gi|50119030|ref|YP_048197.1|	gi|261823657|ref|YP_003261763.1|	89.31	89.31	100.0	100.0	100.0	100.0	530.0	530.0	0.0	0.0
57	gi|50119031|ref|YP_048198.1|	gi|261823656|ref|YP_003261762.1|	97.63	97.63	100.0	100.0	100.0	100.0	347.0	347.0	5.999999999999998e-124	5.999999999999998e-124
58	gi|50119032|ref|YP_048199.1|	gi|261823654|ref|YP_003261760.1|	94.16	94.16	99.73544973544973	100.0	100.0	99.73544973544973	724.0	724.0	0.0	0.0
59	gi|50119033|ref|YP_048200.1|	gi|261823653|ref|YP_003261759.1|	96.8	96.8	100.0	100.0	100.0	100.0	669.0	669.0	0.0	0.0
60	gi|50119034|ref|YP_048201.1|	gi|261823652|ref|YP_003261758.1|	96.81	96.81	100.0	100.0	100.0	100.0	1095.0	1095.0	0.0	0.0
61	gi|50119035|ref|YP_048202.1|	gi|261823651|ref|YP_003261757.1|	95.45	95.45	100.0	100.0	100.0	100.0	528.0	528.0	0.0	0.0
62	gi|50119036|ref|YP_048203.1|	gi|261823650|ref|YP_003261756.1|	97.13	97.13	100.0	100.0	100.0	100.0	594.0	594.0	0.0	0.0
63	gi|50119037|ref|YP_048204.1|	gi|261823649|ref|YP_003261755.1|	95.6	95.6	100.0	100.0	100.0	100.0	1040.0	1046.0	0.0	0.0
64	gi|50119038|ref|YP_048205.1|	gi|261822986|ref|YP_003261092.1|	26.11	26.11	45.0	45.340050377833755	45.340050377833755	45.0	55.5	55.5	3e-09	3e-09
65	gi|161501886|ref|YP_048206.2|	gi|261823648|ref|YP_003261754.1|	96.25	96.25	100.0	100.0	100.0	100.0	635.0	635.0	0.0	0.0
66	gi|50119041|ref|YP_048208.1|	gi|261823647|ref|YP_003261753.1|	90.66	90.66	100.46153846153847	100.0	100.0	100.46153846153847	1194.0	1194.0	0.0	0.0
67	gi|50119042|ref|YP_048209.1|	gi|261823646|ref|YP_003261752.1|	87.76	87.76	100.0	90.1840490797546	90.1840490797546	100.0	275.0	275.0	5.9999999999999994e-96	6.999999999999999e-96
68	gi|50119043|ref|YP_048210.1|	gi|261823645|ref|YP_003261751.1|	96.26	96.26	100.0	100.0	100.0	100.0	385.0	385.0	1.9999999999999995e-138	1.9999999999999995e-138
69	gi|50119044|ref|YP_048211.1|	gi|261823644|ref|YP_003261750.1|	95.76	95.76	95.54655870445345	88.05970149253731	88.05970149253731	95.54655870445345	423.0	424.0	4.999999999999998e-151	1.9999999999999995e-151
70	gi|50119045|ref|YP_048212.1|	gi|261823643|ref|YP_003261749.1|	98.06	98.06	101.64473684210526	100.0	100.0	101.64473684210526	629.0	629.0	0.0	0.0
71	gi|50119046|ref|YP_048213.1|	gi|261823642|ref|YP_003261748.1|	98.11	98.11	100.0	100.0	100.0	100.0	1380.0	1380.0	0.0	0.0
72	gi|50119047|ref|YP_048214.1|	gi|261823641|ref|YP_003261747.1|	93.16	93.16	100.0	98.31932773109244	98.31932773109244	100.0	442.0	442.0	2.999999999999999e-159	2.999999999999999e-159
73	gi|50119048|ref|YP_048215.1|	gi|261823640|ref|YP_003261746.1|	98.43	98.43	100.0	100.0	100.0	100.0	1261.0	1261.0	0.0	0.0
74	gi|50119049|ref|YP_048216.1|	gi|261823639|ref|YP_003261745.1|	96.6	96.6	100.0	100.0	100.0	100.0	757.0	757.0	0.0	0.0
75	gi|50119050|ref|YP_048217.1|	gi|261823638|ref|YP_003261744.1|	98.38	98.38	92.5	98.93048128342247	98.93048128342247	92.5	367.0	367.0	5.999999999999999e-131	5.999999999999999e-131
76	gi|50119051|ref|YP_048218.1|	gi|261823637|ref|YP_003261743.1|	95.0	95.0	100.0	100.0	100.0	100.0	230.0	230.0	1.9999999999999994e-79	1.9999999999999994e-79
77	gi|50119052|ref|YP_048219.1|	gi|261823636|ref|YP_003261742.1|	94.59	94.59	99.84126984126983	99.84126984126983	99.84126984126983	99.84126984126983	1154.0	1153.0	0.0	0.0
78	gi|50119053|ref|YP_048220.1|	gi|261823635|ref|YP_003261741.1|	97.6	97.6	100.0	100.0	100.0	100.0	417.0	417.0	3.9999999999999984e-150	3.9999999999999984e-150
79	gi|50119054|ref|YP_048221.1|	gi|261823634|ref|YP_003261740.1|	92.78	92.78	100.0	100.0	100.0	100.0	532.0	532.0	0.0	0.0
80	gi|50119055|ref|YP_048222.1|	gi|261823633|ref|YP_003261739.1|	97.65	97.65	100.0	100.0	100.0	100.0	1044.0	1044.0	0.0	0.0
81	gi|50119056|ref|YP_048223.1|	gi|261823632|ref|YP_003261738.1|	95.45	95.45	100.0	100.0	100.0	100.0	642.0	642.0	0.0	0.0
82	gi|50119057|ref|YP_048224.1|	gi|261823631|ref|YP_003261737.1|	95.67	95.67	100.0	100.0	100.0	100.0	896.0	902.0	0.0	0.0
83	gi|50119058|ref|YP_048225.1|	gi|261823630|ref|YP_003261736.1|	97.72	97.72	99.77220956719817	99.54545454545455	99.54545454545455	99.77220956719817	899.0	899.0	0.0	0.0
84	gi|50119059|ref|YP_048226.1|	gi|261823629|ref|YP_003261735.1|	98.8	98.8	100.0	100.0	100.0	100.0	665.0	665.0	0.0	0.0
85	gi|50119060|ref|YP_048227.1|	gi|261823628|ref|YP_003261734.1|	96.49	96.49	100.0	100.0	100.0	100.0	1020.0	1020.0	0.0	0.0
86	gi|50119061|ref|YP_048228.1|	gi|261823627|ref|YP_003261733.1|	99.49	99.49	100.0	100.0	100.0	100.0	765.0	765.0	0.0	0.0
87	gi|50119062|ref|YP_048229.1|	gi|261823625|ref|YP_003261731.1|	98.47	98.47	100.0	100.0	100.0	100.0	804.0	804.0	0.0	0.0
88	gi|50119063|ref|YP_048230.1|	gi|261823624|ref|YP_003261730.1|	98.43	98.43	100.0	100.0	100.0	100.0	390.0	390.0	3.999999999999999e-140	3.999999999999999e-140
89	gi|50119065|ref|YP_048232.1|	gi|261823623|ref|YP_003261729.1|	99.33	99.33	100.0	100.0	100.0	100.0	927.0	927.0	0.0	0.0
90	gi|50119066|ref|YP_048233.1|	gi|261823622|ref|YP_003261728.1|	72.95	72.95	95.83333333333333	95.39170506912443	95.39170506912443	95.83333333333333	337.0	337.0	1.9999999999999995e-118	1.9999999999999995e-118
91	gi|50119068|ref|YP_048235.1|	gi|261823620|ref|YP_003261726.1|	87.47	87.47	100.25125628140704	99.75	99.75	100.25125628140704	729.0	729.0	0.0	0.0
92	gi|161501885|ref|YP_048236.2|	gi|261823617|ref|YP_003261723.1|	98.23	98.23	100.0	100.0	100.0	100.0	218.0	218.0	9e-75	9e-75
93	gi|50119070|ref|YP_048237.1|	gi|261823616|ref|YP_003261722.1|	99.7	99.7	99.70414201183432	100.0	100.0	99.70414201183432	683.0	683.0	0.0	0.0
94	gi|50119071|ref|YP_048238.1|	gi|261823615|ref|YP_003261721.1|	93.57	93.57	100.0	100.0	100.0	100.0	667.0	667.0	0.0	0.0
95	gi|50119072|ref|YP_048239.1|	gi|261823614|ref|YP_003261720.1|	95.9	95.9	100.0	100.0	100.0	100.0	535.0	535.0	0.0	0.0
96	gi|50119073|ref|YP_048240.1|	gi|261823613|ref|YP_003261719.1|	93.69	93.69	100.0	100.0	100.0	100.0	827.0	827.0	0.0	0.0
97	gi|50119074|ref|YP_048241.1|	gi|261823612|ref|YP_003261718.1|	95.39	95.39	100.0	100.0	100.0	100.0	412.0	412.0	4.9999999999999985e-148	4.9999999999999985e-148
98	gi|50119075|ref|YP_048242.1|	gi|261823611|ref|YP_003261717.1|	93.75	93.75	99.19137466307278	98.39572192513369	98.39572192513369	99.19137466307278	673.0	672.0	0.0	0.0
99	gi|50119076|ref|YP_048243.1|	gi|261823610|ref|YP_003261716.1|	89.18	89.18	99.4750656167979	100.0	100.0	99.4750656167979	679.0	706.0	0.0	0.0
100	gi|50119077|ref|YP_048244.1|	gi|261823609|ref|YP_003261715.1|	95.32	95.32	100.0	100.0	100.0	100.0	721.0	721.0	0.0	0.0
101	gi|50119078|ref|YP_048245.1|	gi|261823608|ref|YP_003261714.1|	83.12	83.12	99.67637540453075	100.3257328990228	100.3257328990228	99.67637540453075	524.0	524.0	0.0	0.0
102	gi|50119079|ref|YP_048246.1|	gi|261823607|ref|YP_003261713.1|	98.12	98.12	100.0	100.0	100.0	100.0	968.0	968.0	0.0	0.0
103	gi|50119080|ref|YP_048247.1|	gi|261823606|ref|YP_003261712.1|	96.63	96.63	100.0	100.0	100.0	100.0	756.0	756.0	0.0	0.0
104	gi|50119081|ref|YP_048248.1|	gi|261823604|ref|YP_003261710.1|	94.49	94.49	91.0958904109589	102.5706940874036	102.5706940874036	91.0958904109589	743.0	743.0	0.0	0.0
105	gi|50119083|ref|YP_048250.1|	gi|261823603|ref|YP_003261709.1|	78.91	78.91	100.0	89.5104895104895	89.5104895104895	100.0	220.0	220.0	8e-75	9e-75
106	gi|50119084|ref|YP_048251.1|	gi|261823602|ref|YP_003261708.1|	87.98	87.98	100.0	100.0	100.0	100.0	341.0	341.0	5.999999999999998e-121	5.999999999999998e-121
107	gi|50119085|ref|YP_048252.1|	gi|261823601|ref|YP_003261707.1|	87.03	87.03	100.0	100.0	100.0	100.0	325.0	344.0	1.9999999999999997e-114	2.9999999999999995e-122
108	gi|50119086|ref|YP_048253.1|	gi|261823600|ref|YP_003261706.1|	55.36	55.36	74.66666666666667	98.24561403508773	98.24561403508773	74.66666666666667	68.2	68.2	2e-17	2e-17
109	gi|50119088|ref|YP_048255.1|	gi|261819879|ref|YP_003257985.1|	28.93	28.93	38.22115384615385	39.35643564356435	39.35643564356435	38.22115384615385	61.2	61.2	4.0000000000000004e-11	4.0000000000000004e-11
110	gi|50119089|ref|YP_048256.1|	gi|261819820|ref|YP_003257926.1|	54.84	54.84	93.0	83.78378378378379	83.78378378378379	93.0	90.9	90.9	4e-25	4e-25
111	gi|50119091|ref|YP_048258.1|	gi|261823598|ref|YP_003261704.1|	98.61	98.61	100.0	100.0	100.0	100.0	563.0	563.0	0.0	0.0
112	gi|50119092|ref|YP_048259.1|	gi|261823597|ref|YP_003261703.1|	98.67	98.67	99.66887417218543	99.66887417218543	99.66887417218543	99.66887417218543	611.0	611.0	0.0	0.0
113	gi|50119093|ref|YP_048260.1|	gi|261823596|ref|YP_003261702.1|	97.46	97.46	100.0	100.0	100.0	100.0	631.0	631.0	0.0	0.0
114	gi|50119094|ref|YP_048261.1|	gi|261823595|ref|YP_003261701.1|	98.53	98.53	100.0	100.0	100.0	100.0	557.0	557.0	0.0	0.0
115	gi|50119095|ref|YP_048262.1|	gi|261823594|ref|YP_003261700.1|	97.5	97.5	100.0	100.0	100.0	100.0	698.0	698.0	0.0	0.0
116	gi|50119096|ref|YP_048263.1|	gi|261823593|ref|YP_003261699.1|	98.33	98.33	100.0	100.0	100.0	100.0	580.0	580.0	0.0	0.0
117	gi|50119097|ref|YP_048264.1|	gi|261823592|ref|YP_003261698.1|	99.35	99.35	100.0	100.0	100.0	100.0	597.0	597.0	0.0	0.0
118	gi|50119098|ref|YP_048265.1|	gi|261823591|ref|YP_003261697.1|	97.47	97.47	100.0	100.0	100.0	100.0	1035.0	1035.0	0.0	0.0
119	gi|50119099|ref|YP_048266.1|	gi|261823590|ref|YP_003261696.1|	96.28	96.28	100.0	99.35794542536115	99.35794542536115	100.0	1220.0	1220.0	0.0	0.0
120	gi|50119100|ref|YP_048267.1|	gi|261823589|ref|YP_003261695.1|	91.61	91.61	100.0	100.0	100.0	100.0	592.0	592.0	0.0	0.0
121	gi|50119101|ref|YP_048268.1|	gi|261823588|ref|YP_003261694.1|	99.16	99.16	100.0	100.0	100.0	100.0	481.0	481.0	9.999999999999998e-175	9.999999999999998e-175
122	gi|50119102|ref|YP_048269.1|	gi|261823587|ref|YP_003261693.1|	98.59	98.59	100.0	100.0	100.0	100.0	427.0	427.0	3.999999999999999e-154	3.999999999999999e-154
123	gi|50119103|ref|YP_048270.1|	gi|261823586|ref|YP_003261692.1|	100.0	100.0	100.0	100.0	100.0	100.0	400.0	400.0	9.999999999999996e-144	9.999999999999996e-144
124	gi|50119104|ref|YP_048271.1|	gi|261823585|ref|YP_003261691.1|	99.34	99.34	100.0	100.0	100.0	100.0	308.0	308.0	4.999999999999999e-109	4.999999999999999e-109
125	gi|50119105|ref|YP_048272.1|	gi|261823584|ref|YP_003261690.1|	98.07	98.07	97.41176470588235	100.0	100.0	97.41176470588235	836.0	836.0	0.0	0.0
126	gi|50119106|ref|YP_048273.1|	gi|261823583|ref|YP_003261689.1|	96.83	96.83	100.0	100.0	100.0	100.0	437.0	437.0	9.999999999999998e-158	9.999999999999998e-158
127	gi|50119107|ref|YP_048274.1|	gi|261823582|ref|YP_003261688.1|	98.72	98.72	100.0	100.0	100.0	100.0	160.0	160.0	5e-53	5e-53
128	gi|50119108|ref|YP_048275.1|	gi|261823581|ref|YP_003261687.1|	100.0	100.0	100.0	100.0	100.0	100.0	111.0	111.0	2e-34	2e-34
129	gi|50119109|ref|YP_048276.1|	gi|261823580|ref|YP_003261686.1|	94.78	94.78	99.62825278810409	99.62825278810409	99.62825278810409	99.62825278810409	528.0	528.0	0.0	0.0
130	gi|50119111|ref|YP_048278.1|	gi|261823578|ref|YP_003261684.1|	94.3	94.3	99.37106918238993	96.93251533742331	96.93251533742331	99.37106918238993	305.0	305.0	9.999999999999999e-108	9.999999999999999e-108
131	gi|50119112|ref|YP_048279.1|	gi|261823577|ref|YP_003261683.1|	96.71	96.71	100.0	100.0	100.0	100.0	848.0	848.0	0.0	0.0
132	gi|50119113|ref|YP_048280.1|	gi|261823576|ref|YP_003261682.1|	83.22	83.22	99.65156794425087	100.0	100.0	99.65156794425087	490.0	490.0	1.9999999999999993e-176	1.9999999999999993e-176
133	gi|50119114|ref|YP_048281.1|	gi|261823575|ref|YP_003261681.1|	85.1	85.1	100.0	98.83720930232558	98.83720930232558	100.0	459.0	459.0	3.999999999999999e-165	3.999999999999999e-165
134	gi|50119115|ref|YP_048282.1|	gi|261823574|ref|YP_003261680.1|	82.66	82.66	100.0	99.59839357429719	99.59839357429719	100.0	427.0	412.0	5.999999999999998e-153	7.999999999999998e-147
135	gi|50119117|ref|YP_048284.1|	gi|261823572|ref|YP_003261678.1|	81.47	81.47	99.61538461538461	98.85496183206106	98.85496183206106	99.61538461538461	443.0	402.0	9.999999999999999e-159	1.9999999999999994e-142
136	gi|50119118|ref|YP_048285.1|	gi|261823571|ref|YP_003261677.1|	84.78	84.78	99.11242603550296	99.70238095238095	99.70238095238095	99.11242603550296	546.0	572.0	0.0	0.0
137	gi|50119119|ref|YP_048286.1|	gi|261823570|ref|YP_003261676.1|	87.2	87.2	100.0	100.0	100.0	100.0	620.0	620.0	0.0	0.0
138	gi|50119120|ref|YP_048287.1|	gi|261823569|ref|YP_003261675.1|	92.99	92.99	99.73118279569893	100.0	100.0	99.73118279569893	715.0	715.0	0.0	0.0
139	gi|50119121|ref|YP_048288.1|	gi|261823568|ref|YP_003261674.1|	90.4	90.4	99.43820224719101	99.43820224719101	99.43820224719101	99.43820224719101	668.0	668.0	0.0	0.0
140	gi|50119122|ref|YP_048289.1|	gi|261823567|ref|YP_003261673.1|	87.5	87.5	100.0	99.51219512195122	99.51219512195122	100.0	694.0	714.0	0.0	0.0
141	gi|50119123|ref|YP_048290.1|	gi|261823565|ref|YP_003261671.1|	90.4	90.4	100.0	100.0	100.0	100.0	773.0	770.0	0.0	0.0
142	gi|50119124|ref|YP_048291.1|	gi|261823564|ref|YP_003261670.1|	92.97	92.97	100.0	100.0	100.0	100.0	623.0	623.0	0.0	0.0
143	gi|50119125|ref|YP_048292.1|	gi|261823563|ref|YP_003261669.1|	93.24	93.24	100.0	100.0	100.0	100.0	682.0	682.0	0.0	0.0
144	gi|50119126|ref|YP_048293.1|	gi|261823562|ref|YP_003261668.1|	97.42	97.42	100.0	100.0	100.0	100.0	630.0	630.0	0.0	0.0
145	gi|50119127|ref|YP_048294.1|	gi|261823561|ref|YP_003261667.1|	93.47	93.47	100.0	100.0	100.0	100.0	764.0	764.0	0.0	0.0
146	gi|50119128|ref|YP_048295.1|	gi|261823560|ref|YP_003261666.1|	98.25	98.25	94.73684210526316	99.70845481049562	99.70845481049562	94.73684210526316	698.0	698.0	0.0	0.0
147	gi|50119129|ref|YP_048296.1|	gi|261823559|ref|YP_003261665.1|	94.6	94.6	100.0	100.63897763578275	100.63897763578275	100.0	588.0	588.0	0.0	0.0
148	gi|50119130|ref|YP_048297.1|	gi|261823558|ref|YP_003261664.1|	96.77	96.77	100.0	100.0	100.0	100.0	835.0	835.0	0.0	0.0
149	gi|50119131|ref|YP_048298.1|	gi|261823557|ref|YP_003261663.1|	97.2	97.2	100.0	100.0	100.0	100.0	282.0	282.0	4.999999999999999e-99	4.999999999999999e-99
150	gi|50119132|ref|YP_048299.1|	gi|261823556|ref|YP_003261662.1|	99.37	99.37	100.0	100.0	100.0	100.0	325.0	325.0	9.999999999999997e-116	1.9999999999999994e-115
151	gi|50119133|ref|YP_048300.1|	gi|261823555|ref|YP_003261661.1|	98.23	98.23	100.0	100.0	100.0	100.0	679.0	679.0	0.0	0.0
152	gi|50119134|ref|YP_048301.1|	gi|261823554|ref|YP_003261660.1|	97.44	97.44	100.0	100.0	100.0	100.0	551.0	551.0	0.0	0.0
153	gi|50119135|ref|YP_048302.1|	gi|261823553|ref|YP_003261659.1|	84.33	84.33	100.0	103.82775119617224	103.82775119617224	100.0	374.0	364.0	6.999999999999998e-133	2.999999999999999e-129
